,dateorder,idbill,idproduct,qty,price
116158,2020-10-10,267078,30365,1.0,5.71
116168,2020-10-10,267236,30365,1.0,5.71
116202,2020-10-10,280612,30365,1.0,5.71
116217,2020-10-10,280693,30365,1.0,5.71
116223,2020-10-10,280714,30365,1.0,5.71
116237,2020-10-10,329854,30365,1.0,5.71
116244,2020-10-10,329929,30365,2.0,11.42
116246,2020-10-10,329959,30365,1.0,5.71
116257,2020-10-10,349211,30365,1.0,5.71
116260,2020-10-10,349282,30365,1.0,5.71
116267,2020-10-10,349312,30365,1.0,5.71
116274,2020-10-10,349368,30365,1.0,5.71
116295,2020-10-10,349573,30365,1.0,5.71
116315,2020-10-11,23591,30365,1.0,5.71
116328,2020-10-11,39633,30365,1.0,5.71
116331,2020-10-11,39662,30365,1.0,5.71
116343,2020-10-11,45681,30365,2.0,11.42
116358,2020-10-11,47906,30365,1.0,5.71
116371,2020-10-11,48464,30365,1.0,5.71
116387,2020-10-11,49162,30365,1.0,5.71
116392,2020-10-11,49183,30365,1.0,5.71
116394,2020-10-11,49196,30365,1.0,5.71
116395,2020-10-11,49215,30365,1.0,5.71
116397,2020-10-11,49224,30365,1.0,5.71
116398,2020-10-11,49225,30365,1.0,5.71
116401,2020-10-11,49247,30365,1.0,5.71
116403,2020-10-11,49250,30365,1.0,5.71
116409,2020-10-11,49276,30365,1.0,5.71
116420,2020-10-11,50519,30365,2.0,11.42
116426,2020-10-11,50580,30365,1.0,5.71
116438,2020-10-11,57137,30365,1.0,5.71
116442,2020-10-11,57198,30365,1.0,5.71
116445,2020-10-11,57217,30365,2.0,11.42
116446,2020-10-11,57279,30365,1.0,5.71
116452,2020-10-11,57352,30365,1.0,5.71
116457,2020-10-11,57763,30365,1.0,5.71
116467,2020-10-11,57926,30365,1.0,5.71
116476,2020-10-11,58068,30365,2.0,11.42
116497,2020-10-11,62450,30365,1.0,5.71
116498,2020-10-11,62581,30365,1.0,5.71
116499,2020-10-11,62619,30365,1.0,5.71
116511,2020-10-11,62698,30365,1.0,5.71
116528,2020-10-11,67321,30365,1.0,5.71
116539,2020-10-11,67618,30365,1.0,5.71
116541,2020-10-11,67630,30365,1.0,5.71
116546,2020-10-11,67637,30365,1.0,5.71
116552,2020-10-11,67658,30365,1.0,5.71
116556,2020-10-11,67663,30365,1.0,5.71
116566,2020-10-11,67712,30365,1.0,5.71
116569,2020-10-11,67743,30365,2.0,11.42
116585,2020-10-11,68123,30365,1.0,5.71
116609,2020-10-11,68278,30365,1.0,5.71
116630,2020-10-11,68852,30365,2.0,11.42
116638,2020-10-11,68911,30365,1.0,5.71
116640,2020-10-11,68915,30365,1.0,5.71
116642,2020-10-11,68921,30365,1.0,5.71
116643,2020-10-11,68923,30365,1.0,5.71
116647,2020-10-11,68940,30365,1.0,5.71
116648,2020-10-11,68950,30365,2.0,11.42
116650,2020-10-11,75770,30365,1.0,5.71
116654,2020-10-11,75862,30365,1.0,5.71
116661,2020-10-11,75937,30365,1.0,5.71
116666,2020-10-11,75978,30365,1.0,5.71
116672,2020-10-11,76428,30365,1.0,5.71
116708,2020-10-11,79158,30365,1.0,5.71
116713,2020-10-11,79255,30365,1.0,5.71
116747,2020-10-11,82113,30365,1.0,5.71
116769,2020-10-11,85867,30365,1.0,5.71
116770,2020-10-11,85882,30365,1.0,5.71
116774,2020-10-11,88251,30365,1.0,5.71
116776,2020-10-11,88260,30365,1.0,5.71
116781,2020-10-11,88343,30365,1.0,5.71
116782,2020-10-11,88355,30365,1.0,5.71
116784,2020-10-11,88416,30365,1.0,5.71
116788,2020-10-11,88476,30365,2.0,11.42
116789,2020-10-11,88481,30365,1.0,5.71
116792,2020-10-11,88489,30365,2.0,11.42
116803,2020-10-11,88636,30365,1.0,5.71
116823,2020-10-11,89404,30365,1.0,5.71
116839,2020-10-11,89511,30365,1.0,5.71
116875,2020-10-11,103498,30365,1.0,5.71
116889,2020-10-11,117266,30365,1.0,5.71
116916,2020-10-11,120280,30365,1.0,5.71
116923,2020-10-11,120321,30365,1.0,5.71
116924,2020-10-11,120340,30365,1.0,5.71
116927,2020-10-11,120365,30365,1.0,5.71
116937,2020-10-11,120525,30365,1.0,5.71
116942,2020-10-11,120579,30365,2.0,11.42
116959,2020-10-11,120676,30365,1.0,5.71
116962,2020-10-11,155940,30365,1.0,5.71
116986,2020-10-11,156100,30365,1.0,5.71
116993,2020-10-11,166017,30365,1.0,5.71
116995,2020-10-11,166028,30365,1.0,5.71
117007,2020-10-11,166152,30365,2.0,11.42
117010,2020-10-11,166164,30365,1.0,5.71
117030,2020-10-11,172158,30365,1.0,5.71
117038,2020-10-11,172205,30365,1.0,5.71
117066,2020-10-11,198819,30365,1.0,5.71
117072,2020-10-11,198884,30365,1.0,5.71
117082,2020-10-11,198909,30365,1.0,5.71
117093,2020-10-11,229113,30365,1.0,5.71
117096,2020-10-11,229237,30365,1.0,5.71
117097,2020-10-11,229244,30365,1.0,5.71
117117,2020-10-11,252578,30365,1.0,5.71
117140,2020-10-11,253906,30365,1.0,5.71
117145,2020-10-11,253936,30365,2.0,11.42
117153,2020-10-11,253987,30365,1.0,5.71
117155,2020-10-11,253999,30365,1.0,5.71
117161,2020-10-11,254024,30365,1.0,5.71
117168,2020-10-11,254079,30365,1.0,5.71
117182,2020-10-11,267485,30365,1.0,5.71
117200,2020-10-11,280904,30365,1.0,5.71
117204,2020-10-11,280936,30365,1.0,5.71
117217,2020-10-11,281099,30365,1.0,5.71
117222,2020-10-11,330162,30365,1.0,5.71
117233,2020-10-11,349665,30365,1.0,5.71
117238,2020-10-11,349843,30365,1.0,5.71
117239,2020-10-11,349868,30365,2.0,11.42
117254,2020-10-11,485874,30365,1.0,5.71
117347,2020-10-12,2269,30365,1.0,5.71
117437,2020-10-12,10366,30365,1.0,5.71
117485,2020-10-12,11538,30365,1.0,5.71
117491,2020-10-12,11549,30365,1.0,5.71
117619,2020-10-12,17327,30365,1.0,5.71
117620,2020-10-12,17344,30365,1.0,5.71
117624,2020-10-12,17379,30365,1.0,5.71
117637,2020-10-12,17592,30365,3.0,16.27
117715,2020-10-12,18606,30365,1.0,5.71
117740,2020-10-12,18878,30365,1.0,5.71
117757,2020-10-12,18897,30365,1.0,5.71
117758,2020-10-12,18900,30365,1.0,5.71
117861,2020-10-12,20023,30365,1.0,5.71
117929,2020-10-12,23715,30365,1.0,5.14
117964,2020-10-12,28145,30365,1.0,5.71
117990,2020-10-12,29116,30365,1.0,5.71
118073,2020-10-12,29372,30365,1.0,5.71
118075,2020-10-12,29374,30365,1.0,5.71
118086,2020-10-12,29398,30365,1.0,5.71
118092,2020-10-12,31017,30365,1.0,5.71
118097,2020-10-12,31019,30365,1.0,5.71
118154,2020-10-12,31134,30365,1.0,5.71
118174,2020-10-12,31641,30365,1.0,5.71
118210,2020-10-12,31692,30365,1.0,5.71
118245,2020-10-12,31761,30365,2.0,11.42
118284,2020-10-12,34058,30365,1.0,5.71
118391,2020-10-12,35596,30365,1.0,5.71
118395,2020-10-12,35617,30365,1.0,5.71
118409,2020-10-12,35665,30365,1.0,5.71
118432,2020-10-12,35834,30365,6.0,34.25
118453,2020-10-12,36048,30365,1.0,5.71
118455,2020-10-12,36064,30365,1.0,5.71
118482,2020-10-12,39775,30365,1.0,5.71
118486,2020-10-12,39821,30365,1.0,5.71
118513,2020-10-12,39986,30365,1.0,5.71
118523,2020-10-12,40014,30365,1.0,5.71
118658,2020-10-12,41481,30365,1.0,5.71
118714,2020-10-12,45846,30365,1.0,5.71
118731,2020-10-12,45935,30365,1.0,5.71
118734,2020-10-12,45954,30365,1.0,5.71
118740,2020-10-12,47948,30365,1.0,5.71
118753,2020-10-12,48010,30365,1.0,5.71
118761,2020-10-12,48066,30365,1.0,5.71
118770,2020-10-12,48194,30365,1.0,5.71
118784,2020-10-12,48255,30365,1.0,5.71
118852,2020-10-12,48402,30365,1.0,5.71
118889,2020-10-12,48543,30365,1.0,5.71
118894,2020-10-12,48548,30365,1.0,5.71
118915,2020-10-12,48633,30365,1.0,5.71
118919,2020-10-12,49310,30365,2.0,11.42
118961,2020-10-12,49397,30365,1.0,5.71
118977,2020-10-12,50642,30365,1.0,5.71
118978,2020-10-12,50648,30365,2.0,11.42
118982,2020-10-12,50681,30365,1.0,5.71
119028,2020-10-12,53769,30365,2.0,11.42
119039,2020-10-12,53860,30365,1.0,5.71
119056,2020-10-12,57437,30365,1.0,5.71
119080,2020-10-12,57499,30365,1.0,5.71
119081,2020-10-12,57517,30365,1.0,5.71
119091,2020-10-12,57585,30365,2.0,11.42
119133,2020-10-12,58260,30365,1.0,5.71
119151,2020-10-12,58291,30365,1.0,5.71
119189,2020-10-12,58395,30365,1.0,5.71
119247,2020-10-12,60737,30365,1.0,5.14
119286,2020-10-12,62606,30365,1.0,5.71
119300,2020-10-12,62768,30365,1.0,5.71
119301,2020-10-12,62769,30365,1.0,5.71
119302,2020-10-12,62776,30365,1.0,5.71
119362,2020-10-12,62904,30365,1.0,5.71
119383,2020-10-12,62955,30365,1.0,5.71
119421,2020-10-12,66387,30365,2.0,10.27
119451,2020-10-12,67513,30365,1.0,5.71
119457,2020-10-12,67556,30365,1.0,5.71
119481,2020-10-12,67855,30365,1.0,5.71
119487,2020-10-12,67879,30365,1.0,5.71
119507,2020-10-12,67972,30365,1.0,5.71
119519,2020-10-12,68080,30365,1.0,5.71
119571,2020-10-12,68488,30365,1.0,5.71
119587,2020-10-12,68534,30365,1.0,5.71
119615,2020-10-12,69039,30365,1.0,5.71
119623,2020-10-12,69087,30365,2.0,11.42
119630,2020-10-12,69134,30365,1.0,5.71
119647,2020-10-12,76110,30365,1.0,5.71
119649,2020-10-12,76117,30365,1.0,5.71
119660,2020-10-12,76234,30365,1.0,5.71
119668,2020-10-12,76266,30365,2.0,11.42
119700,2020-10-12,76621,30365,1.0,5.71
119714,2020-10-12,76682,30365,1.0,5.71
119740,2020-10-12,76759,30365,1.0,5.71
119746,2020-10-12,76761,30365,1.0,5.71
119755,2020-10-12,76763,30365,1.0,5.71
119796,2020-10-12,77460,30365,1.0,5.71
119802,2020-10-12,77515,30365,1.0,5.71
119830,2020-10-12,77589,30365,1.0,5.71
119832,2020-10-12,77593,30365,2.0,11.42
119854,2020-10-12,77666,30365,1.0,5.71
119884,2020-10-12,82133,30365,2.0,11.42
119889,2020-10-12,82176,30365,1.0,5.71
119923,2020-10-12,82331,30365,1.0,5.71
119926,2020-10-12,82337,30365,1.0,5.71
119936,2020-10-12,85955,30365,1.0,5.71
119941,2020-10-12,85970,30365,1.0,5.71
119944,2020-10-12,86002,30365,2.0,11.42
119961,2020-10-12,86099,30365,1.0,5.71
119963,2020-10-12,86100,30365,1.0,5.71
120007,2020-10-12,86267,30365,1.0,5.71
120024,2020-10-12,86345,30365,1.0,5.71
120043,2020-10-12,88668,30365,1.0,5.71
120058,2020-10-12,88721,30365,1.0,5.71
120064,2020-10-12,88755,30365,1.0,5.71
120067,2020-10-12,88762,30365,1.0,5.71
120068,2020-10-12,88774,30365,1.0,5.71
120080,2020-10-12,88801,30365,1.0,5.71
120085,2020-10-12,88830,30365,1.0,5.71
120124,2020-10-12,89691,30365,1.0,5.71
120141,2020-10-12,89775,30365,1.0,5.71
120185,2020-10-12,89860,30365,1.0,5.71
120189,2020-10-12,89890,30365,1.0,5.71
120195,2020-10-12,89939,30365,1.0,5.71
120239,2020-10-12,95813,30365,1.0,5.71
120256,2020-10-12,95874,30365,2.0,11.42
120264,2020-10-12,95910,30365,1.0,5.71
120267,2020-10-12,95916,30365,1.0,5.71
120271,2020-10-12,95961,30365,2.0,11.42
120296,2020-10-12,103741,30365,1.0,5.71
120363,2020-10-12,119632,30365,1.0,6.04
120390,2020-10-12,119796,30365,1.0,6.04
120429,2020-10-12,120093,30365,1.0,6.04
120448,2020-10-12,120342,30365,1.0,6.04
120490,2020-10-12,120624,30365,4.0,24.16
120528,2020-10-12,120780,30365,1.0,6.04
120557,2020-10-12,120874,30365,2.0,12.08
120578,2020-10-12,120919,30365,1.0,5.71
120688,2020-10-12,148998,30365,1.0,5.71
120711,2020-10-12,156148,30365,1.0,5.71
120719,2020-10-12,156217,30365,1.0,5.71
120728,2020-10-12,156232,30365,1.0,5.71
120737,2020-10-12,156330,30365,1.0,5.71
120843,2020-10-12,198954,30365,1.0,5.71
120845,2020-10-12,198955,30365,4.0,22.84
120913,2020-10-12,199202,30365,1.0,5.71
120914,2020-10-12,199205,30365,2.0,11.42
120921,2020-10-12,199223,30365,2.0,11.42
120922,2020-10-12,199225,30365,1.0,5.71
120940,2020-10-12,199283,30365,1.0,5.71
120955,2020-10-12,229471,30365,1.0,5.71
121050,2020-10-12,254330,30365,1.0,5.71
121059,2020-10-12,267646,30365,1.0,5.71
121069,2020-10-12,267677,30365,1.0,5.71
121072,2020-10-12,267682,30365,1.0,5.71
121078,2020-10-12,267693,30365,1.0,5.71
121083,2020-10-12,267705,30365,2.0,11.42
121120,2020-10-12,281114,30365,1.0,5.71
121134,2020-10-12,281190,30365,1.0,5.71
121142,2020-10-12,281227,30365,1.0,5.71
121152,2020-10-12,281268,30365,1.0,5.71
121168,2020-10-12,281363,30365,1.0,5.71
121180,2020-10-12,281422,30365,1.0,5.71
121185,2020-10-12,330450,30365,1.0,5.71
121191,2020-10-12,330485,30365,1.0,5.71
121200,2020-10-12,330600,30365,1.0,5.71
121203,2020-10-12,330645,30365,1.0,5.71
121204,2020-10-12,349965,30365,1.0,5.71
121264,2020-10-12,486537,30365,2.0,11.42
121282,2020-10-13,2312,30365,1.0,5.71
121402,2020-10-13,2658,30365,1.0,5.71
121409,2020-10-13,2668,30365,2.0,11.42
121527,2020-10-13,11576,30365,1.0,5.71
121552,2020-10-13,13484,30365,1.0,6.04
121562,2020-10-13,13506,30365,1.0,6.04
121574,2020-10-13,13574,30365,1.0,5.71
121641,2020-10-13,17766,30365,1.0,5.71
121727,2020-10-13,18953,30365,1.0,5.71
121781,2020-10-13,19002,30365,2.0,11.42
121810,2020-10-13,19290,30365,1.0,5.71
121898,2020-10-13,23764,30365,1.0,5.71
121909,2020-10-13,23791,30365,1.0,5.14
121930,2020-10-13,23815,30365,1.0,5.71
121938,2020-10-13,23827,30365,1.0,5.71
121983,2020-10-13,29305,30365,2.0,11.42
121984,2020-10-13,29308,30365,1.0,5.71
122014,2020-10-13,29419,30365,1.0,5.71
122021,2020-10-13,29432,30365,1.0,5.71
122056,2020-10-13,29521,30365,2.0,11.42
122062,2020-10-13,31190,30365,1.0,5.71
122103,2020-10-13,31264,30365,1.0,5.71
122160,2020-10-13,31752,30365,3.0,17.13
122186,2020-10-13,31834,30365,1.0,5.71
122193,2020-10-13,31863,30365,1.0,5.71
122215,2020-10-13,31896,30365,1.0,5.71
122240,2020-10-13,31980,30365,1.0,5.71
122274,2020-10-13,34279,30365,1.0,5.71
122387,2020-10-13,35946,30365,1.0,5.71
122393,2020-10-13,35981,30365,1.0,5.71
122398,2020-10-13,36015,30365,1.0,5.71
122424,2020-10-13,36225,30365,1.0,5.71
122425,2020-10-13,36232,30365,1.0,5.71
122585,2020-10-13,41923,30365,1.0,5.71
122593,2020-10-13,41935,30365,1.0,5.71
122600,2020-10-13,41956,30365,1.0,5.71
122675,2020-10-13,47488,30365,1.0,5.71
122677,2020-10-13,47505,30365,1.0,5.71
122691,2020-10-13,48197,30365,1.0,5.71
122713,2020-10-13,48522,30365,1.0,5.71
122773,2020-10-13,48634,30365,1.0,5.71
122813,2020-10-13,48808,30365,1.0,5.71
122815,2020-10-13,48835,30365,1.0,5.71
122873,2020-10-13,50785,30365,1.0,5.71
122880,2020-10-13,50797,30365,2.0,11.42
122888,2020-10-13,50819,30365,1.0,5.71
122925,2020-10-13,52158,30365,1.0,5.71
122934,2020-10-13,52186,30365,1.0,5.71
122962,2020-10-13,57590,30365,1.0,5.71
122963,2020-10-13,57593,30365,1.0,5.71
122979,2020-10-13,57637,30365,1.0,5.71
123008,2020-10-13,57730,30365,1.0,5.71
123043,2020-10-13,58413,30365,1.0,5.71
123143,2020-10-13,62791,30365,1.0,5.71
123162,2020-10-13,62902,30365,1.0,5.71
123166,2020-10-13,62950,30365,1.0,5.71
123175,2020-10-13,63016,30365,1.0,5.71
123256,2020-10-13,63239,30365,1.0,5.71
123273,2020-10-13,63298,30365,1.0,5.71
123297,2020-10-13,66525,30365,1.0,5.71
123302,2020-10-13,67677,30365,1.0,5.71
123311,2020-10-13,67711,30365,1.0,5.71
123319,2020-10-13,67802,30365,1.0,5.71
123335,2020-10-13,67885,30365,1.0,5.71
123350,2020-10-13,68152,30365,2.0,11.42
123355,2020-10-13,68158,30365,1.0,5.71
123366,2020-10-13,68191,30365,1.0,5.42
123417,2020-10-13,68293,30365,1.0,5.71
123419,2020-10-13,68297,30365,2.0,11.42
123421,2020-10-13,68299,30365,1.0,5.71
123451,2020-10-13,68378,30365,1.0,5.71
123460,2020-10-13,68419,30365,1.0,5.71
123478,2020-10-13,68668,30365,1.0,5.71
123517,2020-10-13,68747,30365,1.0,5.71
123532,2020-10-13,68820,30365,1.0,5.42
123550,2020-10-13,69288,30365,1.0,5.71
123590,2020-10-13,76425,30365,1.0,5.71
123596,2020-10-13,76456,30365,1.0,5.71
123599,2020-10-13,76460,30365,1.0,5.71
123614,2020-10-13,76642,30365,1.0,5.71
123619,2020-10-13,76667,30365,1.0,5.71
123665,2020-10-13,76846,30365,1.0,5.71
123675,2020-10-13,77780,30365,1.0,5.71
123694,2020-10-13,77841,30365,1.0,5.71
123715,2020-10-13,77938,30365,1.0,5.71
123769,2020-10-13,80018,30365,1.0,5.71
123823,2020-10-13,82572,30365,1.0,5.71
123828,2020-10-13,82599,30365,1.0,5.71
123847,2020-10-13,82633,30365,1.0,5.71
123877,2020-10-13,86562,30365,1.0,5.71
123900,2020-10-13,86641,30365,1.0,5.71
123903,2020-10-13,86700,30365,1.0,5.71
123945,2020-10-13,89039,30365,2.0,11.42
123947,2020-10-13,89062,30365,1.0,5.71
123958,2020-10-13,89099,30365,1.0,5.71
124001,2020-10-13,90016,30365,1.0,5.71
124002,2020-10-13,90017,30365,1.0,5.71
124083,2020-10-13,90275,30365,1.0,5.71
124161,2020-10-13,103758,30365,1.0,5.71
124172,2020-10-13,103850,30365,1.0,5.71
124175,2020-10-13,118128,30365,1.0,5.71
124177,2020-10-13,118180,30365,1.0,5.71
124197,2020-10-13,118334,30365,1.0,5.71
124204,2020-10-13,118455,30365,1.0,5.71
124214,2020-10-13,118492,30365,1.0,5.71
124277,2020-10-13,121290,30365,1.0,6.04
124287,2020-10-13,121304,30365,1.0,5.71
124317,2020-10-13,121386,30365,1.0,5.71
124336,2020-10-13,121432,30365,1.0,6.04
124346,2020-10-13,121476,30365,1.0,6.04
124360,2020-10-13,121547,30365,1.0,5.71
124405,2020-10-13,121697,30365,1.0,6.04
124414,2020-10-13,121743,30365,1.0,6.04
124417,2020-10-13,121763,30365,1.0,6.04
124420,2020-10-13,121818,30365,2.0,12.08
124536,2020-10-13,156442,30365,1.0,5.71
124539,2020-10-13,156451,30365,1.0,5.71
124553,2020-10-13,156520,30365,2.0,11.42
124580,2020-10-13,166468,30365,1.0,5.71
124609,2020-10-13,172542,30365,1.0,5.71
124613,2020-10-13,172572,30365,1.0,5.71
124624,2020-10-13,197009,30365,1.0,5.71
124666,2020-10-13,199252,30365,1.0,5.71
124670,2020-10-13,199267,30365,2.0,11.42
124712,2020-10-13,199358,30365,2.0,11.42
124718,2020-10-13,199378,30365,1.0,5.71
124750,2020-10-13,199453,30365,1.0,5.71
124765,2020-10-13,229841,30365,1.0,5.71
124800,2020-10-13,253060,30365,2.0,11.42
124802,2020-10-13,253068,30365,1.0,5.71
124821,2020-10-13,253203,30365,1.0,5.71
124848,2020-10-13,254550,30365,1.0,5.71
124885,2020-10-13,268032,30365,1.0,5.71
124894,2020-10-13,281452,30365,1.0,5.71
124940,2020-10-13,281604,30365,1.0,5.71
124942,2020-10-13,281606,30365,1.0,5.71
124966,2020-10-13,281716,30365,1.0,5.71
124972,2020-10-13,281768,30365,1.0,5.71
125031,2020-10-13,350426,30365,1.0,5.71
125033,2020-10-13,350439,30365,1.0,5.71
125111,2020-10-13,486670,30365,1.0,5.71
125120,2020-10-13,486860,30365,1.0,5.71
125125,2020-10-13,486994,30365,1.0,5.71
125206,2020-10-14,2543,30365,1.0,5.71
125228,2020-10-14,2569,30365,1.0,5.71
125280,2020-10-14,2799,30365,2.0,11.42
125345,2020-10-14,11640,30365,1.0,5.71
125361,2020-10-14,13532,30365,1.0,6.04
125403,2020-10-14,13583,30365,1.0,6.04
125559,2020-10-14,18795,30365,1.0,5.71
125560,2020-10-14,18798,30365,1.0,5.71
125644,2020-10-14,19079,30365,1.0,5.71
125692,2020-10-14,20240,30365,1.0,5.71
125781,2020-10-14,22672,30365,1.0,5.71
125786,2020-10-14,23864,30365,1.0,5.71
125789,2020-10-14,23898,30365,1.0,5.71
125838,2020-10-14,24008,30365,1.0,5.71
125862,2020-10-14,28427,30365,1.0,5.71
125888,2020-10-14,29490,30365,1.0,5.71
125894,2020-10-14,29500,30365,1.0,5.71
125898,2020-10-14,29524,30365,1.0,5.71
125908,2020-10-14,29535,30365,1.0,5.71
125917,2020-10-14,29542,30365,1.0,5.71
125966,2020-10-14,29595,30365,1.0,5.71
125996,2020-10-14,29656,30365,1.0,5.71
126001,2020-10-14,31340,30365,1.0,5.71
126003,2020-10-14,31342,30365,1.0,5.71
126020,2020-10-14,31369,30365,1.0,5.71
126043,2020-10-14,31396,30365,1.0,5.71
126077,2020-10-14,31471,30365,1.0,5.71
126262,2020-10-14,34587,30365,1.0,5.71
126267,2020-10-14,34595,30365,2.0,11.42
126281,2020-10-14,35432,30365,2.0,11.42
126300,2020-10-14,35892,30365,1.0,5.71
126336,2020-10-14,36116,30365,1.0,5.71
126348,2020-10-14,36196,30365,1.0,5.71
126353,2020-10-14,36216,30365,1.0,5.71
126375,2020-10-14,36272,30365,1.0,5.71
126382,2020-10-14,36284,30365,1.0,5.71
126476,2020-10-14,40387,30365,1.0,5.71
126689,2020-10-14,47597,30365,1.0,5.71
126706,2020-10-14,47652,30365,1.0,5.71
126718,2020-10-14,48321,30365,1.0,5.71
126728,2020-10-14,48366,30365,1.0,5.71
126730,2020-10-14,48388,30365,1.0,5.71
126802,2020-10-14,48835,30365,2.0,11.42
126803,2020-10-14,48839,30365,1.0,5.71
126819,2020-10-14,48896,30365,1.0,5.71
126837,2020-10-14,49010,30365,1.0,5.71
126840,2020-10-14,49017,30365,1.0,5.71
126865,2020-10-14,49671,30365,1.0,5.71
126884,2020-10-14,49708,30365,2.0,11.42
126886,2020-10-14,49714,30365,1.0,5.71
126913,2020-10-14,50957,30365,1.0,5.71
126926,2020-10-14,51010,30365,1.0,5.71
126937,2020-10-14,51078,30365,1.0,5.71
126954,2020-10-14,52250,30365,1.0,5.71
126982,2020-10-14,52301,30365,1.0,5.71
127063,2020-10-14,58578,30365,1.0,5.71
127088,2020-10-14,58649,30365,1.0,5.71
127097,2020-10-14,58688,30365,1.0,5.71
127098,2020-10-14,58694,30365,1.0,5.71
127112,2020-10-14,58707,30365,1.0,5.71
127134,2020-10-14,58805,30365,1.0,5.71
127177,2020-10-14,60971,30365,1.0,5.71
127208,2020-10-14,63199,30365,1.0,5.71
127274,2020-10-14,63428,30365,1.0,5.71
127318,2020-10-14,63521,30365,1.0,5.71
127325,2020-10-14,63602,30365,2.0,11.42
127358,2020-10-14,66630,30365,1.0,5.71
127364,2020-10-14,67974,30365,1.0,5.71
127372,2020-10-14,68090,30365,1.0,5.71
127377,2020-10-14,68158,30365,1.0,5.71
127406,2020-10-14,68480,30365,1.0,5.71
127407,2020-10-14,68484,30365,1.0,5.71
127425,2020-10-14,68549,30365,2.0,11.42
127431,2020-10-14,68556,30365,1.0,5.71
127486,2020-10-14,68908,30365,1.0,5.71
127498,2020-10-14,68950,30365,2.0,11.42
127510,2020-10-14,69030,30365,1.0,5.71
127526,2020-10-14,69049,30365,1.0,5.71
127553,2020-10-14,69602,30365,1.0,5.71
127565,2020-10-14,69710,30365,2.0,11.42
127590,2020-10-14,76789,30365,1.0,5.71
127594,2020-10-14,76826,30365,1.0,5.71
127602,2020-10-14,76851,30365,1.0,5.71
127693,2020-10-14,77009,30365,2.0,11.42
127700,2020-10-14,77210,30365,1.0,5.71
127707,2020-10-14,77244,30365,1.0,5.71
127761,2020-10-14,78284,30365,1.0,5.71
127790,2020-10-14,80199,30365,1.0,5.71
127794,2020-10-14,80244,30365,1.0,5.71
127809,2020-10-14,82670,30365,2.0,11.42
127811,2020-10-14,82685,30365,1.0,5.71
127814,2020-10-14,82703,30365,1.0,5.71
127823,2020-10-14,82731,30365,1.0,5.71
127856,2020-10-14,82882,30365,1.0,5.71
127878,2020-10-14,86780,30365,1.0,5.71
127891,2020-10-14,86804,30365,1.0,5.71
127903,2020-10-14,86828,30365,1.0,5.71
127931,2020-10-14,86879,30365,1.0,5.71
127933,2020-10-14,86887,30365,1.0,5.71
127971,2020-10-14,87069,30365,1.0,5.71
127981,2020-10-14,87145,30365,1.0,5.71
128216,2020-10-14,95808,30365,1.0,5.71
128264,2020-10-14,96562,30365,1.0,5.71
128285,2020-10-14,96702,30365,2.0,11.42
128287,2020-10-14,103872,30365,2.0,11.42
128290,2020-10-14,103900,30365,1.0,5.71
128298,2020-10-14,103932,30365,1.0,5.71
128308,2020-10-14,118584,30365,1.0,5.71
128369,2020-10-14,118910,30365,1.0,5.71
128380,2020-10-14,121689,30365,1.0,5.71
128401,2020-10-14,121868,30365,2.0,12.08
128414,2020-10-14,121918,30365,1.0,6.04
128427,2020-10-14,121952,30365,1.0,5.71
128430,2020-10-14,121956,30365,1.0,5.71
128477,2020-10-14,122112,30365,1.0,6.04
128482,2020-10-14,122150,30365,1.0,6.04
128531,2020-10-14,122437,30365,2.0,12.08
128557,2020-10-14,122725,30365,1.0,6.04
128658,2020-10-14,156590,30365,1.0,5.71
128728,2020-10-14,166718,30365,1.0,5.71
128732,2020-10-14,166722,30365,1.0,5.71
128740,2020-10-14,166777,30365,2.0,11.42
128774,2020-10-14,172722,30365,1.0,5.71
128778,2020-10-14,172760,30365,1.0,5.71
128798,2020-10-14,197240,30365,2.0,11.42
128817,2020-10-14,197398,30365,1.0,5.71
128818,2020-10-14,197402,30365,1.0,5.71
128819,2020-10-14,197403,30365,1.0,5.71
128826,2020-10-14,197476,30365,1.0,5.71
128833,2020-10-14,199438,30365,1.0,5.71
128842,2020-10-14,199456,30365,1.0,5.71
128847,2020-10-14,199474,30365,1.0,5.71
128904,2020-10-14,199537,30365,1.0,5.71
